Date,Open,High,Low,Close,Adj Close,Volume
18-12-2007,9507.900391,9507.900391,9225.450195,9279.200195,9279.092773,0
19-12-2007,9363.950195,9446,9125.450195,9240.349609,9240.242188,0
20-12-2007,9275.650391,9332.849609,9205.349609,9245.450195,9245.342773,0
24-12-2007,9316.450195,9581.099609,9316.450195,9563.549805,9563.438477,0
26-12-2007,9545.700195,9772,9545.700195,9755.200195,9755.086914,0
27-12-2007,9810,9842.650391,9746.799805,9785.049805,9784.936523,0
28-12-2007,9742.049805,9840.349609,9625.299805,9828.349609,9828.235352,0
31-12-2007,9861.700195,9914.549805,9790.400391,9863.450195,9863.335938,0
01-01-2008,9819.5,9927.400391,9813.950195,9905.25,9905.134766,0
02-01-2008,10103.34961,10333.29981,9862.150391,10250.84961,10250.73047,0
03-01-2008,10164,10265.59961,10070.79981,10100.7002,10100.58301,0
04-01-2008,10288.04981,10326.25,10120.90039,10233.2002,10233.08106,0
07-01-2008,9983.099609,10482.40039,9948.349609,10391.09961,10390.97852,0
08-01-2008,10463.84961,10558.29981,10244.90039,10355.59961,10355.47949,0
09-01-2008,10355.04981,10495.29981,10232.54981,10306.4502,10306.33008,0
10-01-2008,10442.29981,10624.2002,10239.34961,10266.84961,10266.73047,0
11-01-2008,10295.7002,10634.2002,10295.7002,10561.54981,10561.42676,0
14-01-2008,10614.84961,10774.15039,10525.7002,10698.34961,10698.22559,0
15-01-2008,10680,10755.7002,10433.9502,10465.7002,10465.57813,0
16-01-2008,10390.4502,10397.29981,10038.9502,10346.9502,10346.83008,0
17-01-2008,10404.7002,10420.25,10123.7002,10261.5,10261.38086,0
18-01-2008,10168.25,10215.29981,9648.450195,9739.900391,9739.787109,0
21-01-2008,9671.400391,9701.099609,8504.650391,9038.950195,9038.844727,0
22-01-2008,8663.700195,9015.799805,7958.950195,8682.450195,8682.349609,0
23-01-2008,9021.5,9501.549805,8889.599609,9259.200195,9259.092773,0
24-01-2008,9369.099609,9630.549805,8960.200195,9133.849609,9133.743164,0
25-01-2008,9170.349609,9827.299805,9170.349609,9752.25,9752.136719,0
28-01-2008,9748.349609,9937.900391,9313.599609,9901.900391,9901.785156,0
29-01-2008,9933.200195,10113.34961,9420.75,9569.599609,9569.488281,0
30-01-2008,9635.349609,9635.349609,9309.799805,9404.150391,9404.041016,0
31-01-2008,9442.200195,9505.349609,9147.25,9226.25,9226.142578,0
01-02-2008,9320.25,9379.049805,9002.200195,9327.049805,9326.941406,0
04-02-2008,9444.400391,9708.599609,9424.200195,9561.5,9561.388672,0
05-02-2008,9577.299805,9577.299805,9363.349609,9397.799805,9397.69043,0
06-02-2008,9169.549805,9256.049805,9052.349609,9185.650391,9185.543945,0
07-02-2008,9225.299805,9283.349609,8925.900391,8960.450195,8960.345703,0
08-02-2008,8976.599609,8999.950195,8624.75,8817,8816.897461,0
11-02-2008,8841.200195,8879.299805,8216.900391,8419.25,8419.152344,0
12-02-2008,8586,8637.900391,8406.25,8512.349609,8512.250977,0
13-02-2008,8598.25,8805.549805,8564.650391,8748.75,8748.648438,0
14-02-2008,8911.599609,9163.200195,8911.599609,9125.200195,9125.09375,0
15-02-2008,9059.200195,9403.700195,8951.099609,9380.049805,9379.94043,0
18-02-2008,9411.25,9518.349609,9320.400391,9404.200195,9404.09082,0
19-02-2008,9438.200195,9538.700195,9384.950195,9423.450195,9423.34082,0
20-02-2008,9215.450195,9346.049805,9056.099609,9129.099609,9128.993164,0
21-02-2008,9143.799805,9260.099609,8768.150391,8946.200195,8946.09668,0
22-02-2008,8922.150391,8922.150391,8642,8685.099609,8684.999023,0
25-02-2008,8715.799805,8756,8399.200195,8666.5,8666.399414,0
26-02-2008,8704.349609,8810.150391,8691.099609,8742.25,8742.148438,0
27-02-2008,8808.650391,8903.450195,8676,8719.599609,8719.498047,0
28-02-2008,8683.849609,8757.150391,8496.799805,8608.25,8608.150391,0
29-02-2008,8535.849609,8758.549805,8248.75,8688.349609,8688.249023,0
03-03-2008,8460.599609,8460.599609,8004.700195,8047.450195,8047.356445,0
04-03-2008,8032.950195,8101,7587.600098,7736.600098,7736.510254,0
05-03-2008,7696.799805,7734.899902,7519.100098,7588.350098,7588.261719,0
07-03-2008,7474.299805,7474.299805,7064.5,7268.149902,7268.06543,0
10-03-2008,7163.5,7375.200195,6945.5,7272.5,7272.415527,0
11-03-2008,7186.100098,7481.75,7124.600098,7356.399902,7356.314453,0
12-03-2008,7533.5,7705.649902,7289.049805,7341.549805,7341.464355,0
13-03-2008,7226.799805,7226.799805,6840.649902,6914.649902,6914.569336,0
14-03-2008,6914.149902,7124.950195,6880,7106,7105.91748,0
17-03-2008,6956,6956,6493.049805,6556.200195,6556.124023,0
18-03-2008,6493.350098,6611.149902,6335,6472.799805,6472.724609,0
19-03-2008,6718.299805,6849.899902,6379.200195,6456.549805,6456.474609,0
24-03-2008,6461.649902,6691.049805,6456.799805,6634.600098,6634.522949,0
25-03-2008,6804.25,7188.5,6804.25,7147.149902,7147.066895,0
26-03-2008,7151.649902,7230.799805,7078.049805,7120.899902,7120.816895,0
27-03-2008,7075.899902,7105.700195,6941.049805,6969.299805,6969.21875,0
28-03-2008,7022.049805,7079.149902,6751.899902,7037.850098,7037.768066,0
31-03-2008,6970.549805,6970.549805,6606.049805,6655,6654.922852,0
01-04-2008,6706.700195,6727.25,6446.700195,6608.100098,6608.023438,0
02-04-2008,6690.799805,6949.450195,6690.799805,6772.700195,6772.621582,0
03-04-2008,6769.899902,6836.100098,6697,6746.100098,6746.021484,0
04-04-2008,6754.049805,6766.299805,6502,6545.149902,6545.07373,0
07-04-2008,6485.399902,6857.549805,6485.399902,6832.399902,6832.320313,0
08-04-2008,6843,6959.75,6750.399902,6862.700195,6862.620605,0
09-04-2008,6839.25,7094.850098,6805.399902,7059.549805,7059.467773,0
10-04-2008,7090.600098,7090.600098,6853.5,6872.850098,6872.77002,0
11-04-2008,6935.799805,6960.200195,6817.549805,6838.450195,6838.370605,0
15-04-2008,6773.299805,6970.850098,6687.899902,6916.75,6916.669434,0
16-04-2008,6979.850098,7052.600098,6927.899902,6951.899902,6951.819336,0
17-04-2008,7045.399902,7213.799805,7030.450195,7165.049805,7164.966309,0
21-04-2008,7174.450195,7451.899902,7117.649902,7425.450195,7425.36377,0
22-04-2008,7402.799805,7542.25,7383.700195,7520.899902,7520.8125,0
23-04-2008,7518.799805,7532.450195,7298.950195,7378.049805,7377.963867,0
24-04-2008,7408.350098,7446.75,7362.600098,7391.899902,7391.813965,0
25-04-2008,7409.5,7651.399902,7409.5,7616.299805,7616.211426,0
28-04-2008,7643.350098,7706.600098,7567.850098,7590.049805,7589.961426,0
29-04-2008,7580.049805,7815.899902,7570.450195,7737.450195,7737.360352,0
30-04-2008,7765.25,7804.200195,7575.450195,7629,7628.911133,0
02-05-2008,7774.100098,7900.850098,7774.100098,7871.899902,7871.808594,0
05-05-2008,7879.649902,7990.450195,7819.899902,7851.5,7851.408691,0
06-05-2008,7842.899902,7871.299805,7751.850098,7814.549805,7814.458984,0
07-05-2008,7787.850098,7802.25,7661.350098,7743.600098,7743.510254,0
08-05-2008,7671.850098,7671.850098,7502.100098,7518.799805,7518.712402,0
09-05-2008,7530.899902,7540.600098,7267.899902,7299,7298.915039,0
12-05-2008,7274.700195,7359.600098,7140.100098,7330.549805,7330.464844,0
13-05-2008,7384.799805,7471.450195,7295.799805,7340.950195,7340.864746,0
14-05-2008,7288.25,7358.75,7276.5,7324.850098,7324.765137,0
15-05-2008,7325.149902,7524.700195,7325.149902,7508.149902,7508.0625,0
16-05-2008,7559.149902,7666.899902,7559.149902,7644.600098,7644.51123,0
20-05-2008,7616.850098,7616.850098,7405.5,7459.200195,7459.113281,0
21-05-2008,7425.350098,7425.350098,7299.049805,7374.25,7374.164063,0
22-05-2008,7283.600098,7288.649902,7132.299805,7147.299805,7147.216797,0
23-05-2008,7170.399902,7220.600098,6994.899902,7009.049805,7008.968262,0
26-05-2008,6899.899902,6925.399902,6745.5,6767.450195,6767.371582,0
27-05-2008,6832.450195,6850.350098,6573.799805,6593.950195,6593.873535,0
28-05-2008,6595.049805,6837.399902,6557.649902,6780.899902,6780.821289,0
29-05-2008,6826.5,6847.899902,6526.5,6576.75,6576.67334,0
30-05-2008,6608.600098,6651.5,6502.450195,6584.350098,6584.273438,0
02-06-2008,6577.299805,6677.149902,6306.25,6347.149902,6347.076172,0
03-06-2008,6265.649902,6338.5,6190.600098,6301.200195,6301.126953,0
04-06-2008,6311.25,6350.950195,6075.049805,6113.649902,6113.578613,0
05-06-2008,6151.350098,6238.799805,5974.100098,6211.799805,6211.727539,0
06-06-2008,6205.549805,6308.700195,6113.850098,6140.049805,6139.978516,0
09-06-2008,5960.899902,5987.75,5803,5949.200195,5949.130859,0
10-06-2008,5910.299805,5949.600098,5702.5,5814.350098,5814.282715,0
11-06-2008,5857.549805,5988.600098,5853.75,5971.25,5971.180664,0
12-06-2008,5796.649902,6024.100098,5703.100098,5999.350098,5999.280273,0
13-06-2008,5976.5,6092.299805,5962.450195,5993.149902,5993.080078,0
16-06-2008,6030.600098,6171.799805,6030.600098,6127.75,6127.678711,0
17-06-2008,6127.25,6437,6119.299805,6425.649902,6425.575195,0
18-06-2008,6441.5,6455.200195,6182.350098,6200.549805,6200.477539,0
19-06-2008,6159.350098,6159.350098,5933.899902,5957.25,5957.180664,0
20-06-2008,6003.299805,6009.399902,5731.25,5758.600098,5758.533203,0
23-06-2008,5686.549805,5737.049805,5555.450195,5593.75,5593.685059,0
24-06-2008,5644.149902,5693.649902,5441.649902,5489.850098,5489.786133,0
25-06-2008,5382.299805,5521.149902,5282.850098,5480.700195,5480.636719,0
26-06-2008,5536.149902,5600.299805,5425.75,5512.149902,5512.085938,0
27-06-2008,5343.899902,5343.899902,5183.200195,5210.899902,5210.839355,0
30-06-2008,5214.100098,5214.100098,4996.850098,5027.049805,5026.991211,0
01-07-2008,5042.100098,5063.200195,4684.049805,4732.850098,4732.794922,0
02-07-2008,4725,5077.100098,4633.950195,5025.75,5025.691406,0
03-07-2008,4993.5,4993.5,4721.75,4851.350098,4851.293945,0
04-07-2008,4834,5037.100098,4796.299805,4990.899902,4990.841797,0
07-07-2008,5009.100098,5241.399902,5009.100098,5075.600098,5075.541016,0
08-07-2008,4951.549805,5174.450195,4843.600098,5106.799805,5106.740234,0
09-07-2008,5214.600098,5387,5214.600098,5341.450195,5341.388184,0
10-07-2008,5251.450195,5363.549805,5210.049805,5339,5338.937988,0
11-07-2008,5361.399902,5404.649902,5175.049805,5240.700195,5240.63916,0
14-07-2008,5179.950195,5322.200195,5123.149902,5207.75,5207.689453,0
15-07-2008,5124.850098,5124.850098,4790,4838.950195,4838.894043,0
16-07-2008,4837.600098,4928.350098,4676.450195,4726.450195,4726.39502,0
17-07-2008,4906.350098,5066.450195,4872.450195,5034.75,5034.691406,0
18-07-2008,5109.299805,5418.399902,5103.200195,5389.149902,5389.087402,0
21-07-2008,5448.200195,5614.850098,5406.299805,5601.5,5601.435059,0
22-07-2008,5594.799805,5859,5573.049805,5793.700195,5793.632813,0
23-07-2008,6033.049805,6369.600098,6033.049805,6343.149902,6343.076172,0
24-07-2008,6445.299805,6468.399902,6103.100098,6213.600098,6213.527832,0
25-07-2008,6044.600098,6046.899902,5881.75,5917.25,5917.181152,0
28-07-2008,5900.299805,5987.200195,5842.700195,5919.149902,5919.081055,0
29-07-2008,5767,5817,5394.950195,5422.149902,5422.086914,0
30-07-2008,5522.75,5737.950195,5522.75,5719.450195,5719.383789,0
31-07-2008,5762.399902,5762.399902,5573.600098,5730.049805,5729.983398,0
01-08-2008,5655.350098,5989.450195,5546.899902,5961.899902,5961.830566,0
04-08-2008,5932.450195,6089.600098,5905.700195,5992.399902,5992.330078,0
05-08-2008,5888.850098,6412.149902,5888.850098,6371.700195,6371.625977,0
06-08-2008,6544.75,6725.700195,6300.5,6328.200195,6328.126465,0
07-08-2008,6281.5,6442.549805,6281.5,6363.149902,6363.076172,0
08-08-2008,6295.700195,6488.25,6179.049805,6447.5,6447.425293,0
11-08-2008,6574.5,6743.649902,6574.5,6723.200195,6723.12207,0
12-08-2008,6650.200195,6754.450195,6433.799805,6490.799805,6490.724121,0
13-08-2008,6403.850098,6483.200195,6318.049805,6370.75,6370.675781,0
14-08-2008,6305.100098,6305.100098,6010.049805,6030.049805,6029.979492,0
18-08-2008,5999.149902,6114.149902,5940.799805,6015.049805,6014.97998,0
19-08-2008,5928.950195,6027.899902,5874.100098,5992.399902,5992.330078,0
20-08-2008,6039.899902,6090.649902,5985.549805,6026.299805,6026.22998,0
21-08-2008,6001.649902,6002.200195,5692.649902,5711.549805,5711.483398,0
22-08-2008,5671.600098,5803.600098,5649.899902,5776.049805,5775.98291,0
25-08-2008,5897.200195,5995.600098,5842.299805,5860.799805,5860.731445,0
26-08-2008,5801.100098,5957.149902,5770.899902,5943.200195,5943.131348,0
27-08-2008,5978.899902,5987.350098,5809.299805,5823.549805,5823.481934,0
28-08-2008,5817.799805,5848.5,5686.600098,5721.149902,5721.083496,0
29-08-2008,5828,6112.25,5828,6102.049805,6101.979004,0
01-09-2008,6070.899902,6178.299805,5941.450195,6128.850098,6128.778809,0
02-09-2008,6139.450195,6624,6139.450195,6508.899902,6508.824219,0
04-09-2008,6439.850098,6528.5,6324.25,6494.649902,6494.574219,0
05-09-2008,6318.25,6388.700195,6259.149902,6288.600098,6288.526855,0
08-09-2008,6608,6631.950195,6522.049805,6538.850098,6538.773926,0
09-09-2008,6469.950195,6506.350098,6400.149902,6441.350098,6441.275391,0
10-09-2008,6401.399902,6485.299805,6328.649902,6427.549805,6427.475098,0
11-09-2008,6342.799805,6431.950195,6246.549805,6332.25,6332.17627,0
12-09-2008,6405.649902,6414.350098,6168.799805,6194.149902,6194.078125,0
15-09-2008,6006.700195,6031.399902,5758.450195,5997.649902,5997.580078,0
16-09-2008,5783.700195,6168.899902,5754.350098,6132.950195,6132.878906,0
17-09-2008,6169.950195,6169.950195,5785.899902,5912.5,5912.431152,0
18-09-2008,5692.649902,6101.799805,5551.700195,6077.200195,6077.129395,0
19-09-2008,6281.549805,6357.200195,6141.450195,6312.049805,6311.976563,0
22-09-2008,6396.200195,6396.200195,6256.950195,6303.899902,6303.82666,0
23-09-2008,6147.5,6258.850098,6009.149902,6033.350098,6033.279785,0
24-09-2008,6091.649902,6203.200195,6059.200195,6109.649902,6109.579102,0
25-09-2008,6131.549805,6146.450195,5969.700195,6080.200195,6080.129395,0
26-09-2008,6070.600098,6070.600098,5797.5,5828.600098,5828.532227,0
29-09-2008,5863.049805,5863.049805,5432.200195,5538.75,5538.685547,0
30-09-2008,5447.649902,5875.25,5296.600098,5803.549805,5803.482422,0
01-10-2008,5875.549805,6040.149902,5671.700195,5982.399902,5982.330566,0
03-10-2008,5920.700195,6017.299805,5761.5,5793.350098,5793.282715,0
06-10-2008,5702.850098,5704.25,5522.850098,5560.549805,5560.485352,0
07-10-2008,5713.25,5798.899902,5376.100098,5457.549805,5457.486328,0
08-10-2008,5336,5336,4918.299805,5222.600098,5222.539551,0
10-10-2008,4890,5112.25,4662.200195,4938,4937.942383,0
13-10-2008,5034.649902,5557.049805,5034.649902,5496.75,5496.686035,0
14-10-2008,5694.149902,5799,5521.299805,5578.399902,5578.334961,0
15-10-2008,5452.450195,5551.200195,5348.799805,5425.25,5425.187012,0
16-10-2008,5222,5565.350098,5145.799805,5481.649902,5481.586426,0
17-10-2008,5557.950195,5591.399902,5113.450195,5183.549805,5183.489746,0
20-10-2008,5237.600098,5477.450195,5113.149902,5284.200195,5284.138672,0
21-10-2008,5373.649902,5478.399902,5296.799805,5414.5,5414.437012,0
22-10-2008,5339.25,5364.100098,5075.799805,5095.75,5095.690918,0
23-10-2008,4904.549805,5189.899902,4880.600098,4932.399902,4932.342773,0
24-10-2008,4769.700195,4796.649902,4229.649902,4310.049805,4309.999512,0
27-10-2008,4280.549805,4286.399902,3799.350098,4092.899902,4092.852295,0
29-10-2008,4451.700195,4459.399902,4236,4280.450195,4280.400391,0
31-10-2008,4364.350098,4621.649902,4364.350098,4521.700195,4521.647461,0
03-11-2008,4791.799805,4902.200195,4779.600098,4875.700195,4875.643555,0
04-11-2008,4884.299805,5254.600098,4807.100098,5220.700195,5220.639648,0
05-11-2008,5355.450195,5431.899902,5078.149902,5121.299805,5121.240234,0
06-11-2008,4949.75,5137.399902,4873.450195,4940,4939.942383,0
07-11-2008,4894.25,5097.399902,4804.5,5043.549805,5043.491211,0
10-11-2008,5097.850098,5274.850098,5086.049805,5261.149902,5261.088867,0
11-11-2008,5207.799805,5207.799805,4921.950195,4945.700195,4945.642578,0
12-11-2008,4875.100098,4970.350098,4685.850098,4748.149902,4748.094727,0
14-11-2008,4866.5,4926.399902,4668.049805,4719.399902,4719.345215,0
17-11-2008,4736.25,4736.25,4364.350098,4545.299805,4545.24707,0
18-11-2008,4474.5,4474.5,4285,4346.75,4346.699707,0
19-11-2008,4366,4520.649902,4213.5,4233.700195,4233.650879,0
20-11-2008,4078.100098,4181.700195,3972.149902,4086.899902,4086.852295,0
21-11-2008,4083.5,4376.899902,4052.100098,4300.700195,4300.650391,0
24-11-2008,4274.299805,4355.600098,4095.949951,4164.75,4164.70166,0
25-11-2008,4289.399902,4328.700195,4032.550049,4053.199951,4053.152832,0
26-11-2008,4086.5,4298.350098,4005.350098,4267.899902,4267.850098,0
27-11-2008,null,null,null,null,null,null
28-11-2008,4148.75,4313.25,4148.75,4291.149902,4291.100098,0
01-12-2008,4317.799805,4441.200195,4107.700195,4124.299805,4124.251953,0
02-12-2008,3989,4123.25,3919,4099.299805,4099.251953,0
03-12-2008,4161.950195,4245.5,4068.300049,4220.350098,4220.30127,0
04-12-2008,4224.950195,4460.75,4224.950195,4446.649902,4446.598145,0
05-12-2008,4442.950195,4611.450195,4308.549805,4357,4356.949219,0
08-12-2008,4502.049805,4599.5,4407.200195,4429.850098,4429.798828,0
10-12-2008,4517.649902,4573,4423.450195,4550.75,4550.697266,0
11-12-2008,4557.049805,4681.100098,4485.200195,4597.149902,4597.09668,0
12-12-2008,4502.549805,4687.5,4411.600098,4655.299805,4655.245605,0
15-12-2008,4714.950195,4832.649902,4685.399902,4707.5,4707.445313,0
16-12-2008,4698.5,4836.5,4677.299805,4820.649902,4820.59375,0
17-12-2008,4868.5,4929.549805,4769.799805,4789.649902,4789.594238,0
18-12-2008,4785.200195,5142.899902,4782.600098,5122.950195,5122.890625,0
19-12-2008,5091.149902,5226.850098,5069.549805,5144.149902,5144.090332,0
22-12-2008,5119.25,5213.299805,5010.25,5036.5,5036.441406,0
23-12-2008,4986.549805,5019,4817.5,4858.350098,4858.293457,0
24-12-2008,4824.950195,4962.100098,4793.700195,4930.25,4930.192871,0
26-12-2008,4964.350098,5041,4770.200195,4789.450195,4789.394531,0
29-12-2008,4774.700195,4969.100098,4684.799805,4953.950195,4953.892578,0
30-12-2008,4988.399902,5112.950195,4928.450195,5062.200195,5062.141602,0
31-12-2008,5094.350098,5119.350098,4981.25,5001.549805,5001.491699,0
02-01-2009,5154.200195,5258.649902,5103.600098,5195.100098,5195.039551,0
05-01-2009,5273.450195,5371.100098,5273.450195,5359.399902,5359.337402,0
06-01-2009,5333.5,5448.799805,5276.399902,5395.299805,5395.237305,0
07-01-2009,5416.350098,5440.549805,4954,4984.549805,4984.491699,0
09-01-2009,4891.799805,5056.950195,4840,4906.700195,4906.643066,0
12-01-2009,4862,4881.5,4612.75,4698,4697.945313,0
13-01-2009,4700.25,4764.149902,4605.649902,4661.700195,4661.645996,0
14-01-2009,4684.299805,4819.5,4682.100098,4751.100098,4751.044922,0
15-01-2009,4598.399902,4598.399902,4442.700195,4484.649902,4484.597656,0
16-01-2009,4528.899902,4596.850098,4520.899902,4581.25,4581.196777,0
19-01-2009,4585.700195,4622,4519.850098,4542.25,4542.197266,0
20-01-2009,4495,4495,4363.950195,4402.350098,4402.298828,0
21-01-2009,4347.600098,4365.049805,4230.75,4252.299805,4252.250488,0
22-01-2009,4326.25,4339.549805,4216.950195,4289.799805,4289.75,0
23-01-2009,4270.700195,4338.549805,4049.899902,4082.149902,4082.102539,0
27-01-2009,4167.649902,4212.350098,4111.299805,4199.549805,4199.500977,0
28-01-2009,4220.5,4355.700195,4206.350098,4340.100098,4340.049805,0
29-01-2009,4345.450195,4487.850098,4336.950195,4362.049805,4361.999023,0
30-01-2009,4289.649902,4472.799805,4285.200195,4456.549805,4456.498047,0
02-02-2009,4403.899902,4405.350098,4223.75,4238.149902,4238.100586,0
03-02-2009,4266.049805,4332.75,4191.100098,4253.799805,4253.750488,0
04-02-2009,4296.299805,4352.049805,4238.600098,4251.200195,4251.150879,0
05-02-2009,4278.5,4284.649902,4202.399902,4235.350098,4235.300781,0
06-02-2009,4275.649902,4350.200195,4275.649902,4334.149902,4334.099609,0
09-02-2009,4365.549805,4469.649902,4365.549805,4459.5,4459.448242,0
10-02-2009,4475.149902,4596.600098,4455.5,4515.799805,4515.747559,0
11-02-2009,4425.299805,4522.799805,4403.299805,4504.299805,4504.247559,0
12-02-2009,4476.049805,4530,4456.850098,4468.350098,4468.29834,0
13-02-2009,4511.350098,4602.149902,4511.350098,4565.850098,4565.796875,0
16-02-2009,4538.600098,4551.75,4333.899902,4351.450195,4351.399414,0
17-02-2009,4303.399902,4303.399902,4145.049805,4164.299805,4164.251465,0
18-02-2009,4101.350098,4180.549805,4039.399902,4077.300049,4077.252686,0
19-02-2009,4075.850098,4157.5,4036.800049,4059.149902,4059.102783,0
20-02-2009,4013.850098,4013.850098,3912.350098,3934.399902,3934.354248,0
24-02-2009,3923.850098,3923.850098,3794.899902,3878.600098,3878.554932,0
25-02-2009,3929.850098,3976.050049,3899.550049,3911.699951,3911.654541,0
26-02-2009,3896.050049,3907.949951,3781.899902,3834.899902,3834.855225,0
27-02-2009,3823.25,3905.449951,3758.399902,3892.399902,3892.354736,0
02-03-2009,3831.25,3831.25,3702,3718.350098,3718.306885,0
03-03-2009,3682.100098,3750.5,3621.899902,3636.850098,3636.807861,0
04-03-2009,3671.199951,3689.449951,3576.550049,3586.899902,3586.858154,0
05-03-2009,3635.550049,3667.350098,3413.5,3446.350098,3446.310059,0
06-03-2009,3385.399902,3541,3338.800049,3455.350098,3455.309814,0
09-03-2009,3424.350098,3446.75,3314.550049,3339.699951,3339.661133,0
12-03-2009,3422.850098,3467.75,3380.699951,3442.550049,3442.51001,0
13-03-2009,3498.100098,3646.649902,3498.100098,3632.75,3632.707764,0
16-03-2009,3651.300049,3747.75,3645.149902,3736.649902,3736.606445,0
17-03-2009,3752.199951,3783.25,3615.600098,3644.649902,3644.607422,0
18-03-2009,3704,3777.399902,3704,3727.649902,3727.606689,0
19-03-2009,3759.25,3802.100098,3668.149902,3763.5,3763.456299,0
20-03-2009,3753.100098,3753.100098,3665.100098,3691.699951,3691.656982,0
